EmployeeNumber,Attrition,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1101,1,33,827,29,4,1,0,54,2,2,3,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1102,0,28,895,15,2,1,1,50,3,1,3,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1103,0,34,618,3,1,1,1,45,3,2,4,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1105,0,37,309,10,4,4,0,88,2,2,4,24223,2,1,14,3,3,3,8,5,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1106,1,25,1219,4,1,4,1,32,3,1,4,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1107,1,26,1330,21,3,1,1,37,3,1,3,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1108,1,33,1017,25,3,1,1,55,2,1,2,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1109,0,42,469,2,2,4,1,35,3,4,1,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1111,1,28,1009,1,3,1,1,45,2,1,2,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1113,1,50,959,1,4,4,1,81,3,2,3,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1114,0,33,970,7,3,4,0,30,3,2,2,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1115,0,34,697,3,4,3,1,40,2,1,4,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1116,0,48,1262,1,4,1,1,35,4,4,4,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1117,0,45,1050,9,4,2,0,65,2,2,3,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1118,0,52,994,7,4,2,1,87,3,3,2,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1119,0,38,770,10,4,3,1,73,2,3,3,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1120,0,29,1107,28,4,3,0,93,3,1,4,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1121,0,28,950,3,3,4,0,93,3,3,2,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1124,0,46,406,3,1,1,1,52,3,4,3,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1125,0,38,130,2,2,4,1,32,3,3,2,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1126,0,43,1082,27,3,3,0,83,3,3,1,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1127,1,39,203,2,3,1,1,84,3,4,4,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1128,0,40,1308,14,3,3,1,44,2,5,3,17544,1,0,14,3,1,0,21,2,4,20,7,4,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1131,0,21,984,1,1,4,0,70,2,1,2,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1132,0,39,439,9,3,3,1,70,3,2,2,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1133,0,36,217,18,4,1,1,78,3,2,4,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1135,0,31,793,20,3,3,1,67,4,1,4,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1136,0,28,1451,2,1,1,1,67,2,1,2,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1137,0,35,1182,11,2,4,1,54,3,2,4,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1138,0,49,174,8,4,4,1,56,2,4,2,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1140,0,34,1003,2,2,4,1,95,3,2,3,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1143,0,29,490,10,3,4,0,61,3,1,2,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1148,0,42,188,29,3,2,1,56,1,2,4,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1150,0,29,718,8,1,2,1,79,2,2,4,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1152,0,38,433,1,3,3,1,37,4,1,3,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1154,0,28,773,6,3,3,1,39,2,1,3,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1156,1,18,247,8,1,3,1,80,3,1,3,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1157,1,33,603,9,4,1,0,77,3,2,1,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1158,0,41,167,12,4,2,1,46,3,1,4,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1160,1,31,874,15,3,3,1,72,3,1,3,6233,1,0,12,3,3,1,2,5,2,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1161,0,37,367,25,2,3,0,52,2,2,4,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1162,0,27,199,6,3,4,1,55,2,1,3,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1163,0,34,1400,9,1,2,0,70,3,2,3,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1164,0,35,528,8,4,3,1,100,3,1,3,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1165,1,29,408,23,1,4,0,45,2,3,1,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1166,0,40,593,9,4,2,0,88,3,3,3,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1167,1,42,481,12,3,3,1,44,3,4,1,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1171,0,42,647,4,4,2,1,45,3,2,1,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1172,0,35,982,1,4,4,1,58,2,1,3,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1173,0,24,477,24,3,4,1,49,3,1,2,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1175,1,28,1485,12,1,3,0,79,3,1,4,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1177,0,26,1384,3,4,1,1,82,4,1,4,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1179,0,30,852,10,3,3,1,72,2,2,3,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1180,0,40,902,26,2,3,0,92,2,2,4,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1182,0,35,819,2,3,3,1,44,2,3,2,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1184,0,34,669,1,3,4,1,97,2,2,1,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1185,0,35,636,4,4,4,1,47,2,1,4,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1188,1,43,1372,9,3,1,0,85,1,2,3,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1190,0,32,862,2,1,3,0,76,3,1,1,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1191,0,56,718,4,4,4,0,92,3,5,1,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1192,0,29,1401,6,1,2,0,54,3,1,4,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1193,0,19,645,9,2,3,1,54,3,1,1,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1195,0,45,1457,7,3,1,0,83,3,1,3,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1196,0,37,977,1,3,4,0,56,2,2,4,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1198,0,20,805,3,3,1,1,87,2,1,3,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1200,1,44,1097,10,4,3,1,96,3,1,3,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1201,0,53,1223,7,2,4,0,50,3,5,3,18640,3,0,18,3,2,1,26,6,3,7,7,4,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1202,0,29,942,15,1,2,0,69,1,1,4,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1203,1,22,1256,3,4,3,1,48,2,1,4,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1204,0,46,1402,2,3,3,0,69,3,4,1,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1206,0,44,111,17,3,4,1,74,1,1,3,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1207,0,33,147,2,3,2,1,99,3,1,3,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1210,1,41,906,5,2,1,1,95,2,1,1,20293,6,0,17,3,1,1,5,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1211,0,30,1329,29,4,3,1,61,3,2,1,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1212,0,40,1184,2,4,2,1,62,3,2,2,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1215,0,50,1421,2,3,4,0,30,3,4,1,9490,2,0,22,4,3,1,32,3,3,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1216,0,28,1179,19,4,4,1,78,2,1,1,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1217,0,46,1450,15,2,4,1,52,3,5,2,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1218,0,35,1361,17,4,3,1,94,3,2,1,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1219,1,24,984,17,2,4,0,97,3,1,2,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1220,0,33,1146,25,3,2,0,82,3,2,3,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1221,0,36,917,6,4,3,1,60,1,1,3,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1224,0,30,853,7,4,3,1,49,3,2,3,11309,1,0,13,3,1,3,10,4,2,10,7,8,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1225,0,44,200,29,4,4,1,32,3,2,4,7744,1,0,25,4,2,0,20,3,3,20,11,13,17,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1226,0,20,654,21,3,3,1,43,4,1,4,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1228,0,46,150,2,4,4,1,60,3,2,4,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1231,0,42,179,2,5,4,1,79,4,2,1,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1233,0,60,696,7,4,2,1,52,4,2,4,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1234,0,32,116,13,3,3,0,77,2,1,2,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1235,0,32,1316,2,2,4,0,38,3,2,3,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1237,0,36,363,1,3,3,0,77,1,3,1,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1238,0,33,117,9,3,1,1,60,3,1,4,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1239,0,40,107,10,3,2,0,84,2,2,2,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1240,0,25,1356,10,4,3,1,57,3,2,4,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1241,0,30,1465,1,3,4,1,63,3,1,2,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1242,0,42,458,26,5,1,0,60,3,3,1,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1243,0,35,1212,8,2,3,0,78,2,3,4,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1244,0,27,1103,14,3,1,1,42,3,1,1,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1245,0,54,966,1,4,4,0,53,3,3,3,9659,7,0,17,3,1,1,33,2,1,5,4,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1246,0,44,1117,2,1,1,0,72,4,1,4,19982,1,0,13,3,4,1,10,5,3,10,5,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1248,1,19,504,10,3,1,0,96,2,1,2,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1249,0,29,1010,1,3,1,0,97,3,1,4,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1250,0,54,685,3,3,4,1,85,3,4,4,23474,3,0,14,3,1,0,36,2,3,10,9,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1251,0,31,1332,11,2,3,1,80,3,2,1,17089,1,1,12,3,4,0,6,2,2,6,5,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1252,0,31,1062,24,3,3,0,96,2,2,1,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1254,0,59,326,3,3,3,0,48,2,2,4,16490,5,0,17,3,4,0,13,2,3,6,1,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1255,0,43,920,3,3,3,1,96,1,5,4,18625,3,0,14,3,2,1,25,2,3,8,7,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1256,0,49,1098,4,2,1,1,85,2,5,3,12124,2,0,13,3,3,1,23,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1257,0,36,469,3,3,3,1,46,3,1,2,9256,1,0,12,3,3,0,12,2,2,11,10,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1258,0,48,969,2,2,4,1,76,4,1,2,16620,5,0,11,3,3,0,7,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1259,0,27,1167,4,2,1,1,76,3,1,3,3208,1,0,11,3,2,3,5,2,3,5,3,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1260,0,29,1329,7,3,3,1,82,3,2,4,4204,1,1,11,3,2,2,6,2,3,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1263,0,48,715,1,3,4,1,76,2,5,4,8733,6,0,12,3,3,0,25,3,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1264,0,29,694,1,3,4,0,87,2,4,4,3423,3,0,14,3,2,2,9,2,2,7,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1265,0,34,1320,20,3,3,0,89,4,1,3,21643,0,0,17,3,4,0,2,5,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1267,0,44,1099,5,3,2,1,88,3,5,2,8751,7,0,11,3,3,1,26,5,3,22,9,3,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1268,0,33,536,10,5,4,1,82,4,3,3,21708,0,1,14,3,4,2,10,3,3,9,8,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1269,0,19,265,25,3,2,0,57,4,1,4,21221,1,1,12,3,4,0,1,2,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1270,0,23,373,1,2,4,1,47,3,1,3,16901,1,0,22,4,4,1,1,2,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1273,1,25,599,24,1,3,1,73,1,1,4,8040,1,1,14,3,4,0,1,4,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1275,0,26,583,4,2,3,1,53,3,1,4,9973,1,1,20,4,2,0,8,2,2,8,5,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1277,1,45,1449,2,3,1,0,94,1,5,2,2493,2,1,16,3,1,0,26,2,3,24,10,1,11,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1278,0,55,177,8,1,4,1,37,2,4,2,25592,1,1,15,3,4,1,34,3,3,33,9,15,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1279,1,21,251,10,2,1,0,45,2,1,3,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1280,0,46,168,4,2,4,0,33,2,5,2,9946,2,0,14,3,3,1,26,2,3,11,4,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1281,0,34,131,2,3,3,0,86,3,2,1,6039,0,1,12,3,4,0,4,3,3,3,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1282,0,51,237,9,3,4,1,83,3,5,2,19196,4,1,24,4,1,1,31,5,2,29,10,11,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1283,0,59,1429,18,4,4,1,67,3,3,4,20002,6,0,12,3,4,0,25,6,2,9,7,5,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1285,0,34,135,19,3,3,0,46,3,2,2,22534,4,0,13,3,3,2,15,2,4,11,8,5,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1286,0,28,791,1,4,4,1,44,3,1,3,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1288,0,44,1199,4,2,3,1,92,4,5,1,17477,1,0,14,3,4,2,26,4,2,25,9,14,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
